ESTRANA;PORCISLO;JMENO;PRIJMENI;TITULPRED;TITULZA;VEK;STATOBCAN;POVOLANI;BYDLISTEN;BYDLISTEK;PSTRANA;NSTRANA;PLATNOST;POCHLASU;POCPROC;MANDAT;PORADIMAND;PORADINAHR
11;5;"Vìra";"Vítovcová";"";"";46;"CZ";"operátor elektrovıroby";"Plzeò";2;1125;1125;"A";38;.88;"N";0;0
11;6;"Karel";"Fleischer";"";"";55;"CZ";"poradce a obhájce spotøebitelù";"Brno";3;1125;1125;"A";104;2.42;"N";0;0
11;7;"Miroslav";"Pindeš";"JUDr.";"Ph.D.";58;"CZ";"advokát, èlen Advokátní komory ÈR, fotb. rozhodèí";"Buèovice";592943;1125;1125;"A";91;2.12;"N";0;0
11;8;"Jiøí";"Dubskı";"";"";48;"CZ";"elektrotechnik";"Praha";1;1125;1125;"A";26;.6;"N";0;0
11;9;"Michal";"Oliva";"";"";45;"CZ";"ivnostník";"Kladno";532053;1125;1125;"A";23;.53;"N";0;0
11;10;"Martin";"Prát";"";"";33;"CZ";"mechanik";"Opoèno";542555;1125;1125;"A";32;.74;"N";0;0
11;11;"Jaroslav";"Kopeckı";"";"";62;"CZ";"podnikatel";"Frıdlant";564028;1125;1125;"A";18;.42;"N";0;0
11;12;"Pavel";"Novák";"PhDr.";"";64;"CZ";"OSVÈ";"Jindøichùv Hradec";545881;1125;1125;"A";22;.51;"N";0;0
11;13;"Radek";"Falta";"";"";45;"CZ";"elektromechanik";"Havlovice";579220;1125;1125;"A";11;.25;"N";0;0
11;14;"Roman";"Pata";"";"";54;"CZ";"IT specialista";"Praha";1;1125;1125;"A";7;.16;"N";0;0
11;15;"Aleš";"Neumann";"";"";34;"CZ";"dìlník";"Níkovice";593435;1125;1125;"A";18;.42;"N";0;0
11;16;"Sandra";"Oláhová";"";"";27;"CZ";"manaer skladového hospodáøství";"Rakovník";541656;1125;1125;"A";29;.67;"N";0;0
11;17;"Kateøina";"Koprnická";"";"";43;"CZ";"asistentka";"Praha";1;1125;1125;"A";13;.3;"N";0;0
11;18;"Jiøí";"Koèí";"";"";40;"CZ";"muzejník";"Mladá Boleslav";535419;1125;1125;"A";19;.44;"N";0;0
11;19;"Roman";"Kryštof";"";"";47;"CZ";"øidiè";"Sedlištì";540692;1125;1125;"A";13;.3;"N";0;0
11;20;"Jan";"Sıkora";"";"";21;"CZ";"student";"Benešov";529303;1125;1125;"A";23;.53;"N";0;0
11;21;"Jana";"Nováková";"";"";40;"CZ";"reklamní agent";"Hradec Králové";569810;1125;1125;"A";17;.39;"N";0;0
11;22;"Viktor";"Jablonskı";"";"";50;"CZ";"øidiè";"Pøerov";511382;1125;1125;"A";15;.35;"N";0;0
11;23;"Jiøí";"Beneš";"";"";33;"CZ";"IT specialista";"Nová Ves";535117;1125;1125;"A";13;.3;"N";0;0
11;24;"Jaroslav";"Berka";"";"";42;"CZ";"technik";"Blatná";550850;1125;1125;"A";14;.32;"N";0;0
11;25;"Vladimír";"Jansa";"";"";42;"CZ";"sochaø a podnikatel";"Sázava";534382;1125;1125;"A";5;.11;"N";0;0
11;26;"Roman";"Dlouhı";"";"";61;"CZ";"bezpeènostní technik";"Praha";1;1125;1125;"A";5;.11;"N";0;0
11;27;"Josef";"Karásek";"";"";51;"CZ";"specialista na skladovou logistiku";"Praha";1;1125;1125;"A";3;.07;"N";0;0
11;28;"David";"Janïourek";"";"";28;"CZ";"technik";"Praha";1;1125;1125;"A";21;.49;"N";0;0
12;1;"Adam Benjamin";"Bartoš";"";"";39;"CZ";"pøedseda strany";"Kadaò";563102;79;79;"A";1320;7.05;"N";0;0
12;2;"Petr";"Hannig";"Mgr.";"";73;"CZ";"pøedseda strany, bıvalı prezidentskı kandidát";"Praha";1;137;137;"A";1898;10.14;"N";0;0
12;3;"Pavel";"Opl";"";"";47;"CZ";"policejní rada v.v.";"Praha";1;99;79;"A";953;5.09;"N";0;0
12;4;"Jiøí";"Somberg";"MUDr.";"";58;"CZ";"vedoucí lékaø nestátního zdravotního zaøízení";"Kosmonosy";570826;99;137;"A";298;1.59;"N";0;0
12;5;"Eugen Sigismund";"Freimann";"PhDr. ThDr. Mgr.";"Ph.D., M.A.";58;"CZ";"vysokoškolskı pedagog, pravoslavnı duchovní";"Teplice";567442;99;137;"A";341;1.82;"N";0;0
12;6;"Karin";"Szczyrbová";"Ing.";"";38;"CZ";"ekonomka, pøekladatelka, tlumoènice";"Karviná";598917;79;79;"A";292;1.56;"N";0;0
12;7;"Miloslav";"Hudec";"";"";52;"CZ";"instruktor støelby";"Nymburk";537004;99;137;"A";294;1.57;"N";0;0
12;8;"Vladimír";"Kotek";"MUDr.";"Ph.D., MBA";58;"CZ";"primáø urologie a klinické onkologie";"Brno";3;79;79;"A";699;3.73;"N";0;0
12;9;"Petr";"Fišer";"";"";59;"CZ";"vedoucí kulturního zaøízení mìsta Krupky";"Krupka";567639;137;137;"A";68;.36;"N";0;0
12;10;"Jan";"Sedláèek";"Bc.";"";24;"CZ";"studující oboru pøírodovìdy JU, ivnostník";"Rokycany";559717;79;79;"A";148;.79;"N";0;0
12;11;"Radek";"Dokoupil";"Ing.";"";49;"CZ";"technickı øeditel";"Lanškroun";580511;99;137;"A";149;.79;"N";0;0
12;12;"Ivan";"Cícha";"Ing.";"";57;"CZ";"stavbyvedoucí";"Tábor";552046;79;79;"A";112;.59;"N";0;0
12;13;"Zdenìk";"Moèydlan";"";"";49;"CZ";"ivnostník";"Ostrava";4;137;137;"A";75;.4;"N";0;0
12;14;"Vladimír";"Štádler";"Ing.";"";61;"CZ";"uèitel námoøní školy v Bratislavì, lodní special.";"Praha";1;99;79;"A";89;.47;"N";0;0
12;15;"Václav";"Makalouš";"Mgr.";"";41;"CZ";"administrativní pracovník v rodinné firmì";"Lhota pod Libèany";570231;99;137;"A";92;.49;"N";0;0
12;16;"Zdenìk";"Cekota";"Bc.";"";65;"CZ";"OSVÈ";"Zlín";585068;99;79;"A";81;.43;"N";0;0
12;17;"Vladimír";"Franta";"PhDr.";"Ph.D.";42;"CZ";"filolog, novináø";"Èernošice";539139;99;137;"A";119;.63;"N";0;0
12;18;"Alexandr";"Gegalèij";"Ing.";"";70;"CZ";"podnikatel, èlen Svìt. kong. Podkarp. Rusínù";"Praha";1;99;79;"A";33;.17;"N";0;0
12;19;"Jindøich";"Koèí";"";"";45;"CZ";"manaer realizace energetickıch staveb";"Èeské Budìjovice";544256;99;137;"A";89;.47;"N";0;0
12;20;"Josef";"Hausmann";"RNDr.";"CSc.";65;"CZ";"nezávislı publicista";"Vysoké nad Jizerou";577693;99;79;"A";170;.9;"N";0;0
12;21;"Vladimír";"Stejskal";"Ing.";"";58;"CZ";"systémovı specialista, informatik";"Zábøeh";541354;137;137;"A";54;.28;"N";0;0
12;22;"Jan";"Kozák";"Mgr.";"";68;"CZ";"nakladatel, pøekladatel ze sanskrtu";"Praha";1;99;79;"A";79;.42;"N";0;0
12;23;"Petr";"Seidel";"Ing.";"";54;"CZ";"projektant, konstruktér, stav. inenır";"Hradec Králové";569810;99;137;"A";85;.45;"N";0;0
12;24;"Petr";"Schiller";"";"";45;"CZ";"logistik";"Plzeò";2;79;79;"A";71;.37;"N";0;0
12;25;"Radek";"alud";"";"DiS.";33;"CZ";"pìvec, øádnı èlen republikové rady SONS ÈR";"Lipí";544761;99;137;"A";207;1.1;"N";0;0
12;26;"Ludìk";"Petráò";"Mgr.";"";51;"CZ";"uèitel ZŠ";"Ostrov";599395;99;137;"A";88;.47;"N";0;0
12;27;"Robert";"Peovskı";"";"";31;"CZ";"strojírenskı dìlník";"Èeská Skalice";573990;79;79;"A";155;.82;"N";0;0
12;28;"Silvia";"Weiszová";"";"";51;"CZ";"OSVÈ, místopøedsedkynì strany";"Praha";1;137;137;"A";124;.66;"N";0;0
13;1;"Petr";"Cibulka";"";"";68;"CZ";"pìtinásobnı politickı vìzeò, vydavatel seznamù StB";"Praha";1;98;98;"A";1122;23.61;"N";0;0
13;2;"Jan";"Beèka";"";"";41;"CZ";"koordinátor";"Ohrazenice";540960;99;98;"A";172;3.61;"N";0;0
13;3;"Mirko";"Horáèek";"";"";61;"CZ";"podnikatel a obchodní manaer";"Praha";1;99;98;"N";0;0;"N";0;0
13;4;"Milan";"Mikeš";"Mgr. Bc.";"";48;"CZ";"poèítaèovı specialista";"Øímov";545007;99;98;"A";113;2.37;"N";0;0
13;5;"Milan";"Koèík";"";"";63;"CZ";"volnı novináø, léèitel a Èeskı ombudsman";"ïár nad Sázavou";595209;99;98;"A";129;2.71;"N";0;0
13;6;"Miroslav";"Václavek";"";"";53;"CZ";"manaer, spisovatel, básník, politickı analytik";"Šumperk";523704;99;98;"A";67;1.4;"N";0;0
13;7;"Lubomír";"Tichı";"Ing.";"";71;"CZ";"angaovanı obèan";"Jaromìøice";578151;99;98;"A";24;.5;"N";0;0
13;8;"Petr";"Pøistoupil";"";"";36;"CZ";"zøizovatel a jednatel spolku";"Ústí nad Labem";5;99;98;"N";0;0;"N";0;0
13;9;"Miroslav";"Durdil";"";"";70;"CZ";"volnı novináø";"Praha";1;99;98;"A";20;.42;"N";0;0
13;10;"František";"Kazilovskı";"";"";62;"CZ";"údrbáø";"Láznì Bohdaneè";574767;99;98;"A";48;1.01;"N";0;0
13;11;"Bronislava";"Zigová";"";"";59;"CZ";"asistentka Èeského ombudsmana";"Nové Mìsto na Moravì";596230;99;98;"A";97;2.04;"N";0;0
13;12;"Antonín";"Grund";"";"";62;"CZ";"ivnostník";"Rokytnice v Orlickıch horách";576701;99;98;"A";30;.63;"N";0;0
13;13;"František";"Heršálek";"";"";66;"CZ";"angaovanı obèan";"Støevaè";573540;99;98;"A";25;.52;"N";0;0
13;14;"Milan";"Jirùšek";"";"";52;"CZ";"dìlník";"Hošálková";542750;99;98;"A";56;1.17;"N";0;0
13;15;"Jan";"Šafáø";"";"";71;"CZ";"angaovanı obèan";"Prštice";583707;99;98;"A";15;.31;"N";0;0
13;16;"Jiøí";"Budník";"";"";59;"CZ";"angaovanı obèan";"Bohumín";599051;99;98;"A";22;.46;"N";0;0
14;1;"Josef";"Zahradník";"";"";33;"CZ";"dopravní specialista kolejovıch vozidel";"Vıškov";566951;1209;1209;"A";102;4.59;"N";0;0
14;2;"Sabina";"Sejkorová";"";"";21;"CZ";"VŠ student oboru mezinárodní vztahy, MUP Praha";"Kvasiny";576425;99;1209;"A";132;5.94;"N";0;0
14;3;"Jan";"Vondrouš";"";"";41;"CZ";"podnikatel, lektor cizích jazykù";"Bohušovice nad Ohøí";564591;1209;1209;"A";56;2.52;"N";0;0
14;4;"Richard";"Mihula";"";"";47;"CZ";"administrativní prac. v obl. správy nemovitostí";"Brno";3;1209;1209;"A";18;.81;"N";0;0
14;5;"Petr";"ampach";"";"";22;"CZ";"VŠ student oboru Mezinárodní vztahy MUP Praha";"umberk";572641;1209;1209;"A";78;3.51;"N";0;0
14;6;"Alexander";"Klimeš";"JUDr.";"";77;"CZ";"advokát, pøísedící u obvodního soudu";"Pøíbram";539911;99;1209;"A";26;1.17;"N";0;0
14;7;"Miroslav";"Vašek";"";"";48;"CZ";"zdravotník psychiatrické nemocnice Havl. Brod";"Chotìboø";568759;99;1209;"A";15;.67;"N";0;0
14;8;"Tereza";"Šmajsová";"";"";21;"CZ";"VŠ student oboru humanitních studií, UK Praha";"Jesenice";539325;99;1209;"A";55;2.47;"N";0;0
14;9;"Ivan";"Fabián";"Bc.";"DiS.";61;"CZ";"uèitel prak. vıchovy v ob. elektrotechnika, dudák";"Èeské Budìjovice";544256;99;1209;"A";16;.72;"N";0;0
14;10;"Jan";"Prokeš";"";"";29;"CZ";"soukromı podnikatel, komunální politik";"umberk";572641;99;1209;"A";17;.76;"N";0;0
14;11;"Jiøí";"Vosláø";"";"";46;"CZ";"technickı pracovník v ostraze budov a osob";"Praha";1;99;1209;"A";6;.27;"N";0;0
14;12;"Pavel";"Køivka";"Ing.";"";58;"CZ";"botanickı zahradník, pøekladatel a nakladatel";"Pardubice";6;99;1209;"A";25;1.12;"N";0;0
14;13;"Lucie";"Nejedlová";"";"";33;"CZ";"floristka, majitel. a provoz. studia "Atelier 26"";"Tøebotov";539759;99;1209;"A";19;.85;"N";0;0
14;14;"Tomáš";"Foral";"Ing.";"";53;"CZ";"podnikatel v oblasti zahradnictví a sadaøství";"Brno";3;99;1209;"A";44;1.98;"N";0;0
14;15;"Petr";"Gotthard";"Ing.";"";41;"CZ";"IT technik a systémovı specialista";"Brno";3;99;1209;"A";27;1.21;"N";0;0
14;16;"Vladislav";"Auda";"";"";47;"CZ";"soukr. podnik. v oblasti mediál. sluby a propag.";"Slavkov u Brna";593583;99;1209;"A";5;.22;"N";0;0
14;17;"Lukáš";"Soukup";"";"";30;"CZ";"kuchaø";"Miroslav";594458;99;1209;"A";14;.63;"N";0;0
14;18;"Matìj";"Štrobl";"";"";23;"CZ";"sváøeè, autoklempíø";"Terezín";565717;99;1209;"A";22;.99;"N";0;0
14;19;"Jaroslav";"Ociepka";"";"";27;"CZ";"invalidní dùchodce, poštovní doruèovatel";"Loveèkovice";565211;99;1209;"A";17;.76;"N";0;0
15;1;"Radek";"Kòava";"";"";38;"CZ";"personalista v automobilce";"Pardubice";6;1222;1222;"A";150;5.43;"N";0;0
15;2;"Hana";"Filipová";"";"";49;"CZ";"dámská krejèí";"Sezemice";599573;1222;1222;"A";99;3.58;"N";0;0
15;3;"Vojtìch";"Antoš";"";"";29;"CZ";"inenır vıvoje a vızkumu";"Praha";1;99;1222;"A";109;3.94;"N";0;0
15;4;"Nikola";"Nestoroská";"";"";23;"CZ";"studentka UJEP";"Ústí nad Labem";5;1222;1222;"A";58;2.1;"N";0;0
15;5;"Martin";"Kvapil";"";"";46;"CZ";"vedoucí úklidové firmy";"Sezemice";575640;1222;1222;"A";32;1.15;"N";0;0
15;6;"Iva";"Konvalinová";"";"";30;"CZ";"kadeønice";"Praha";1;1222;1222;"A";38;1.37;"N";0;0
15;7;"Monika";"Vlasáková";"";"";28;"CZ";"èíšnice";"Sezemice";599573;1222;1222;"A";42;1.52;"N";0;0
15;8;"Eliška";"Wojnarovska";"";"";29;"CZ";"cukráøka";"Sezemice";599573;1222;1222;"A";62;2.24;"N";0;0
15;9;"Tomáš";"Vlasák";"";"";25;"CZ";"poštovní doruèovatel";"Holice";574988;1222;1222;"A";45;1.63;"N";0;0
15;10;"Adéla";"Konvalinová";"";"";35;"CZ";"na mateøské "dovolené"";"Holice";574988;1222;1222;"A";50;1.81;"N";0;0
15;11;"Lukáš";"Doubek";"";"";35;"CZ";"specialista kvality v automobilce";"Starı Kolín";533700;1222;1222;"A";55;1.99;"N";0;0
15;12;"Vladimír";"Vepøek";"";"";37;"CZ";"policista";"Pardubice";6;99;1222;"A";109;3.94;"N";0;0
16;1;"Ivan";"Holoubek";"prof. RNDr.";"CSc.";68;"CZ";"profesor chemie ivotního prostøedí PøF MU";"Brno";3;1200;1200;"A";1136;5.82;"N";0;0
16;2;"Viktor";"Kanickı";"prof. RNDr.";"DrSc.";65;"CZ";"profesor Ústavu chemie PøF MU";"Brno";3;99;1200;"A";542;2.78;"N";0;0
16;3;"Václav";"Dombek";"doc. RNDr.";"CSc.";58;"CZ";"docent na VŠB - TUO";"Šenov";598798;99;1200;"A";336;1.72;"N";0;0
16;4;"Blahoslav";"Maršálek";"prof. Ing.";"CSc.";54;"CZ";"vedoucí oddìlení v Botanickém ústavu AV ÈR";"Brno";3;99;1200;"A";475;2.43;"N";0;0
16;5;"Jana";"Hajšlová";"prof. Ing.";"CSc.";66;"CZ";"vedoucí Laboratoøe bezpeènosti potravin VŠCHT";"Praha";1;99;1200;"A";1235;6.33;"N";0;0
16;6;"Vladimír";"Koèí";"doc. Ing.";"Ph.D.";46;"CZ";"dìkan Fakulty technologie ochrany prostøedí VŠCHT";"Praha";1;99;1200;"A";780;4;"N";0;0
16;7;"Radim";"Vácha";"doc. Ing.";"Ph.D.";52;"CZ";"øeditel Vızkumného ústavu meliorací a ochrany pùdy";"Praha";1;99;1200;"A";461;2.36;"N";0;0
16;8;"Zbynìk";"Prokop";"prof. RNDr.";"Ph.D.";45;"CZ";"profesor RECETOX MU v Brnì";"Brno";3;99;1200;"A";452;2.31;"N";0;0
16;9;"Karel";"Ventura";"prof. Ing.";"CSc.";67;"CZ";"vedoucí Katedry analytické chemie FChT VŠCHT";"Pardubice";6;99;1200;"A";265;1.35;"N";0;0
16;10;"Petr";"Babula";"prof. PharmDr.";"Ph.D.";40;"CZ";"pøednosta Fyziologického ústavu LF MU";"Brno";3;53;1200;"A";319;1.63;"N";0;0
16;11;"Jiøina";"Macháèková";"RNDr.";"Ph.D.";47;"CZ";"vızkumná pracovnice v soukromé spoleènosti";"Liberec";7;99;1200;"A";175;.89;"N";0;0
16;12;"Jiøí";"Špaèek";"prof. MUDr.";"Ph.D., IFEPAG";61;"CZ";"pøednosta Porodnické a gynekologické kliniky";"Hradec Králové";569810;99;1200;"A";428;2.19;"N";0;0
16;13;"Marek";"Koutnı";"prof. Mgr.";"Ph.D.";46;"CZ";"vedoucí Ústavu inenırství ochrany P";"Zlín";585068;99;1200;"A";460;2.35;"N";0;0
16;14;"Jan";"Tøíska";"prof. Ing.";"CSc.";74;"CZ";"vızkumnı prac. Ústavu vızkumu globální zmìny AV ÈR";"Èeské Budìjovice";544256;99;1200;"A";146;.74;"N";0;0
16;15;"Pavel";"Janoš";"prof. Ing.";"CSc.";62;"CZ";"profesor Fakulty ivotního prostøedí UJEP";"Ústí nad Labem";5;99;1200;"A";170;.87;"N";0;0
16;16;"Lenka";"Schreiberová";"Ing.";"";32;"CZ";"vızkumník ve Vızkumném ústavu bezpeènosti práce";"Ostrava";4;99;1200;"A";237;1.21;"N";0;0
16;17;"Robert";"Skeøil";"Mgr.";"Ph.D.";40;"CZ";"datovı analytik v soukromé spoleènosti";"Brno";3;99;1200;"A";84;.43;"N";0;0
16;18;"Michael";"Tupı";"Ing.";"Ph.D.";39;"CZ";"koordinátor dotaèních projektù pro vìdu a vızkum";"Zlín";585068;99;1200;"A";115;.58;"N";0;0
16;19;"Jiøí";"Bílek";"Mgr.";"Ph.D.";51;"CZ";"analytik a projektovı manaer na VŠB - TUO";"Ostrava";4;99;1200;"A";111;.56;"N";0;0
16;20;"Ivan";"Novotnı";"doc. RNDr.";"CSc.";76;"CZ";"analytickı chemik a pøekladatel";"Praha";1;99;1200;"A";56;.28;"N";0;0
17;1;"Jiøí";"Vítek";"";"";45;"CZ";"místostarosta MÈ Praha 8, pøedseda Patriotù ÈR";"Praha";1;1004;1004;"A";193;14.97;"N";0;0
17;2;"Dagmar";"Krylová";"";"";63;"CZ";"zaklad. a pøeds. Klubu labunickıch pohodáøù z.s.";"Tın nad Vltavou";545201;99;2;"A";73;5.66;"N";0;0
17;3;"Vladimír";"Rybák";"";"";58;"CZ";"podnikatel";"Vlastec";598844;99;1004;"A";15;1.16;"N";0;0
17;4;"František";"Holı";"";"";47;"CZ";"místostarosta Jáchymova";"Jáchymov";555215;1004;1004;"A";25;1.93;"N";0;0
17;5;"Michal";"Klusáèek";"Ing.";"";39;"CZ";"leteckı inenır, pøedseda ÈSNS";"Praha";1;2;2;"A";49;3.8;"N";0;0
17;6;"Petr";"Duchek";"";"";55;"CZ";"zastupitel MÈ Praha 21";"Praha";1;1004;1004;"A";12;.93;"N";0;0
17;7;"Karel";"Janko";"Ing.";"";75;"CZ";"zastupitel Podolanky";"Podolanka";538621;175;2;"A";11;.85;"N";0;0
17;8;"Kristına";"Huráková";"";"";39;"CZ";"tlumoènice, pøekladatelka";"Èeské Budìjovice";544256;99;1004;"A";21;1.62;"N";0;0
17;9;"Marie";"Paukejová";"Ing.";"";64;"CZ";"zaklad. a pøedsedkynì spolku Jihoèeská RÙE z.s.";"Èeské Budìjovice";544256;99;2;"A";22;1.7;"N";0;0
17;10;"Michal";"Janovskı";"Mgr.";"";50;"CZ";"zastupitel MÈ Praha 8, uèitel";"Praha";1;1004;1004;"A";39;3.02;"N";0;0
17;11;"Miloslav";"Èermák";"";"";45;"CZ";"starosta Všestud, podnikatel";"Všestudy";535311;99;2;"A";8;.62;"N";0;0
17;12;"Michal";"Ševèík";"Mgr.";"";33;"CZ";"zastupitel, technicko-hospodáøskı pracovník";"Brno";3;99;2;"A";9;.69;"N";0;0
17;13;"Jan";"Neuman";"Mgr.";"";53;"CZ";"podnikatel";"Praha";1;1004;1004;"A";10;.77;"N";0;0
17;14;"Jiøí";"Semmelbauer";"";"";42;"CZ";"ivnostník";"Pøíbram";539911;99;1004;"A";7;.54;"N";0;0
17;15;"Jaroslav";"Tregler";"";"";53;"CZ";"leteckı mechanik";"Praha";1;99;1004;"A";21;1.62;"N";0;0
17;16;"Martina";"Horòáková";"";"";47;"CZ";"podnikatelka";"Høebeè";532371;1004;1004;"A";10;.77;"N";0;0
17;17;"Jiøí";"Varga";"Bc.";"";37;"CZ";"projektant";"Sokolov";560286;2;2;"A";22;1.7;"N";0;0
17;18;"Karel";"Hajoš";"";"";46;"CZ";"ivnostník";"Praha";1;1004;1004;"A";20;1.55;"N";0;0
17;19;"Juraj";"Seman";"";"";51;"CZ";"øidiè";"Brno";3;99;2;"A";16;1.24;"N";0;0
17;20;"Ivan";"Holkup";"";"";30;"CZ";"manaer";"Romitál na Šumavì";545775;99;1004;"A";8;.62;"N";0;0
17;21;"Libuše";"Benešová";"";"";55;"CZ";"OSVÈ";"Jihlava";586846;99;2;"A";2;.15;"N";0;0
17;22;"Milan";"Bubal";"";"";43;"CZ";"daòovı poradce";"Èeské Budìjovice";544256;99;1004;"A";9;.69;"N";0;0
17;23;"Richard";"Tùma";"";"";44;"CZ";"OSVÈ";"Kutná Hora";533955;99;2;"A";10;.77;"N";0;0
17;24;"Daniel";"Bobek";"";"";45;"CZ";"ivnostník";"Praha";1;1004;1004;"A";3;.23;"N";0;0
17;25;"Antonín";"Krátkı";"";"";36;"CZ";"øidiè";"Hartmanice";536075;2;2;"A";12;.93;"N";0;0
17;26;"Zdenìk";"Najer";"";"";43;"CZ";"podnikatel";"Praha";1;99;1004;"A";4;.31;"N";0;0
17;27;"Josef";"Štìpánek";"";"";56;"CZ";"OSVÈ";"Dìèín";562335;99;2;"A";2;.15;"N";0;0
17;28;"Petr";"Pospìch";"Ing.";"";52;"CZ";"trenér softbalového klubu";"Praha";1;99;1004;"A";8;.62;"N";0;0
18;1;"Petr";"Kováè";"";"";46;"CZ";"podnikatel";"Brno";3;1223;1223;"A";88;10.52;"N";0;0
18;2;"Oldøich";"Duchoò";"";"";56;"CZ";"podnikatel";"Brno";3;99;1223;"N";0;0;"N";0;0
18;3;"Lukáš";"Dvoøák";"";"";24;"CZ";"øidiè";"Brno";3;1223;1223;"A";64;7.65;"N";0;0
19;1;"Václav";"Kubata";"Ing.";"";57;"CZ";"bıv. pøeds. Stálé delegace PÈR do PS Rady Evropy";"Praha";1;99;785;"A";211;2.68;"N";0;0
19;2;"Eva";"Syková";"prof. MUDr.";"DrSc.";74;"CZ";"vìdkynì, lékaøka, senátorka v období 2012 - 2018";"Praha";1;99;785;"A";246;3.12;"N";0;0
19;3;"Tomáš";"Kotora";"Ing. Bc.";"";53;"CZ";"øeditel plaveckého bazénu Plzeò, ekonom";"Plzeò";2;99;785;"A";289;3.67;"N";0;0
19;4;"Van Sang";"Tran";"Ing.";"";33;"CZ";"majitel integraèního centra";"Most";567027;99;785;"A";620;7.88;"N";0;0
19;5;"Alexandr";"Chvátal";"doc. RNDr.";"DrSc., MBA";56;"CZ";"øídící prac. pro vìdu a vızkum v oblasti zdravot.";"Praha";1;99;785;"A";162;2.05;"N";0;0
19;6;"Pavlína";"Schwarzová";"";"";41;"CZ";"místostarostka mìsta Nejdek";"Nejdek";555380;99;785;"A";107;1.35;"N";0;0
19;7;"Richard";"Matiašek";"Mgr.";"";37;"CZ";"èlen Rady MO Ústí nad Labem, fotograf";"Ústí nad Labem";5;99;785;"A";237;3.01;"N";0;0
19;8;"Ota";"Staòo";"MUDr.";"";62;"CZ";"primáø ortopedie";"Chomutov";562971;785;785;"A";167;2.12;"N";0;0
19;9;"Tomáš";"Krystl";"MUDr.";"";55;"CZ";"diabetolog, pøeds. Vıb. pro kulturu a sport Letkov";"Letkov";540561;785;785;"A";82;1.04;"N";0;0
19;10;"Klára";"Pohanková";"MUDr.";"";32;"CZ";"lékaøka, Masarykova nemocnice Ústí nad Labem";"Ústí nad Labem";5;785;785;"A";228;2.89;"N";0;0
19;11;"Pavel";"Vostøák";"";"";46;"CZ";"hokejovı trenér mládee, bıv. reprezentant ÈR";"Plzeò";2;99;785;"A";231;2.93;"N";0;0
19;12;"Hana";"Nestávalová";"MUDr.";"";65;"CZ";"lékaøka, radiodiagnostika";"Chomutov";562971;99;785;"A";84;1.06;"N";0;0
19;13;"Boris";"Kudláèek";"PhDr.";"";51;"CZ";"marketinkovı specialista";"Vysoké Chvojno";576000;99;785;"A";25;.31;"N";0;0
19;14;"Vìra";"Pavlíèková";"MUDr.";"";62;"CZ";"chirurg, zakladatelka enského hokeje v Plzni";"Plzeò";2;785;785;"A";164;2.08;"N";0;0
19;15;"Michal";"Kasal";"Ing.";"";47;"CZ";"ekonom, zastupitel mìsta Teplice";"Teplice";567442;99;785;"A";57;.72;"N";0;0
19;16;"Jan";"Kuchaø";"";"";45;"CZ";"starosta mìsta Františkovy Láznì";"Františkovy Láznì";554529;785;785;"A";77;.97;"N";0;0
19;17;"Miroslava";"Prùchová";"MUDr.";"";56;"CZ";"lékaøka, pøedsedkynì spolku Vìtráme školy";"Rokycany";559717;785;785;"A";78;.99;"N";0;0
19;18;"Aleš";"Tolar";"Bc.";"";42;"CZ";"starosta Mìstského obvodu Plzeò 9 - Malesice";"Plzeò";2;99;785;"A";41;.52;"N";0;0
19;19;"Michal";"Ševcovic";"Mgr.";"";54;"CZ";"námìs. primátora mìsta Ústí nad Labem, øed. ZŠ";"Ústí nad Labem";5;785;785;"A";102;1.29;"N";0;0
19;20;"Michal";"Guse";"PhDr.";"";42;"CZ";"bıvalı mistr ÈR v cyklistice, pedagog, trenér";"Louny";565971;99;785;"A";93;1.18;"N";0;0
19;21;"Petr";"Benda";"Ing.";"";48;"CZ";"provozovatel sportovních areálù";"Teplice";567442;99;785;"A";34;.43;"N";0;0
19;22;"Karel";"Götz";"Mgr.";"";54;"CZ";"finanèní poradce, fotograf";"Plzeò";2;99;785;"A";20;.25;"N";0;0
19;23;"Helena";"Kubcová";"Mgr.";"";63;"CZ";"pedagog, trenérka";"Ústí nad Labem";5;785;785;"A";52;.66;"N";0;0
19;24;"Pavel";"Klepáèek";"Ing.";"";50;"CZ";"místostarosta mìsta Aš";"Aš";554499;785;785;"A";112;1.42;"N";0;0
19;25;"Jan";"Postránskı";"Ing.";"";42;"CZ";"øeditel Interhotelu Bohemia";"Ústí nad Labem";5;99;785;"A";26;.33;"N";0;0
19;26;"Jiøí";"Uhlík";"";"MBA";49;"CZ";"místostarosta Mìstskı obvod Plzeò 1";"Plzeò";2;99;785;"A";67;.85;"N";0;0
19;27;"Petr";"Ajšman";"";"";42;"CZ";"OSVÈ, pøed. míst. sdru. PRO Zdraví a Sport Touim";"Touim";555657;785;785;"A";74;.94;"N";0;0
19;28;"Vlasta";"Štochlová";"";"";55;"CZ";"pøedsedkynì SVJ";"Jirkov";563099;99;785;"A";37;.47;"N";0;0
21;1;"Vladan";"Ševèík";"Ing.";"";44;"CZ";"energetik a jednatel vinaøství, èlen rady MZH";"Olšany";550132;1190;1190;"A";193;6.04;"N";0;0
